"","province","district","constituency","year","party","candidate","first_name","middle_name","last_name","won","pct_margin","election"
"203","Lusaka","Lusaka","Munali",2016,"RAINBOW","Boston G Chifita","Boston","G","Chifita",0,0.164839520854237,"assembly"
"204","Copperbelt","Ndola","Kabushi",2016,"PF","Bowman Lusambo","Bowman",NA,"Lusambo",1,0.551188523159622,"assembly"
"205","Central","Mumbwa","Nangoma",2016,"IND","Boyd Hamusonde","Boyd",NA,"Hamusonde",1,0.0444487766838873,"assembly"
"206","Central","Mumbwa","Nangoma",2006,"UPND, FDD, UNIP (UDA)","Boyd Hamusonde","Boyd",NA,"Hamusonde",1,0.397871865466181,"assembly"
"207","Central","Mumbwa","Nangoma",2011,"UPND","Boyd  Hamusonde","Boyd","","Hamusonde",1,0.109766277128548,"assembly"
"208","Muchinga","Mafinga","Mafinga",2016,"RAINBOW","Boyson Sichilindi","Boyson",NA,"Sichilindi",0,0.433177276895603,"assembly"
"209","Lusaka","Kafue","Kafue",2006,"MMD","Bradford Machila","Bradford",NA,"Machila",1,0.0864952275775026,"assembly"
"210","Lusaka","Kafue","Kafue",2011,"MMD","Bradford  Machila","Bradford","","Machila",0,0.0874836708033965,"assembly"
"211","Southern","Siavonga","Siavonga",2016,"PF","Brave Mweetwa","Brave",NA,"Mweetwa",0,0.703987895817573,"assembly"
"212","Luapula","Milenge","Milenge",2016,"UPND","Brave K Nsamba","Brave","K","Nsamba",0,0.449110941420312,"assembly"
"213","Northern","Isoka","Mafinga",2011,"PF","Brelsford  Gondwe","Brelsford","","Gondwe",0,0.597932311490587,"assembly"
"214","Northern","Isoka","Mafinga",2006,"ULP","Brelsford J. Gondwe","Brelsford","J.","Gondwe",0,0.737579521357165,"assembly"
"215","Northern","Mpulungu","Mpulungu",2016,"FDD","Brenda Kaoma","Brenda",NA,"Kaoma",0,0.127212920870754,"assembly"
"216","Southern","Zimba","Mapatizya",2016,"PF","Brenda Munashabantu","Brenda",NA,"Munashabantu",0,0.926142889960947,"assembly"
"217","North-Western","Kasempa","Kasempa",2016,"UPND","Brenda M Tambatamba","Brenda","M","Tambatamba",1,0.544771446462117,"assembly"
"218","Central","Mumbwa","Mumbwa",2006,"MMD","Brian Chituwo","Brian",NA,"Chituwo",1,0.450137516552918,"assembly"
"219","North-Western","Zambezi","Zambezi East",2016,"UPND","Brian Kambita","Brian",NA,"Kambita",1,0.435560014162634,"assembly"
"220","Copperbelt","Mufulira","Kankoyo",2016,"PF","Brian Mushimba","Brian",NA,"Mushimba",1,0.195208317637309,"assembly"
"221","Northern","Kaputa","Chimbamilonga",2006,"MMD","Brian Sikazwe","Brian",NA,"Sikazwe",1,0.058596389612897,"assembly"
"222","Northern","Nsama","Chimbamilonga",2016,"UPND","Brian Sikazwe","Brian",NA,"Sikazwe",0,0.314123638238896,"assembly"
"223","Central","Mumbwa","Mumbwa",2011,"MMD","Brian  Chituwo","Brian","","Chituwo",1,0.186924616410941,"assembly"
"224","Copperbelt","Masaiti","Kafulafuta",2011,"UPND","Brian  Matutu","Brian","","Matutu",0,0.294453916357437,"assembly"
"225","Northern","Mporokoso","Mporokoso",2011,"MMD","Brian  Mundubile","Brian","","Mundubile",0,0.0638142256353995,"assembly"
"226","Southern","Gwembe","Gwembe",2011,"UPND","Brian  Ntundu","Brian","","Ntundu",1,0.426228378471504,"assembly"
"227","Northern","Kaputa","Chimbamilonga",2011,"MMD","Brian  Sikazwe","Brian","","Sikazwe",0,0.217486538286027,"assembly"
"228","Copperbelt","Masaiti","Kafulafuta",2016,"UPND","Brian K Chitafu","Brian","K","Chitafu",0,0.0600657435999602,"assembly"
"229","Northern","Mporokoso","Mporokoso",2016,"PF","Brian M Mundubile","Brian","M","Mundubile",1,0.706537571759061,"assembly"
"230","Western","Lukulu","Lukulu East",2011,"ADD","Brian M Pangani","Brian","M","Pangani",0,0.324873909214635,"assembly"
"231","Southern","Gwembe","Gwembe",2006,"UPND, FDD, UNIP (UDA)","Brian M. Ntundu","Brian","M.","Ntundu",1,0.637584794143327,"assembly"
"232","Eastern","Mambwe","Malambo",2011,"UNIP","Bridget  Zimba","Bridget","","Zimba",0,0.292633838722662,"assembly"
"233","Copperbelt","Kitwe","Kamfinsa",2016,"FDD","Bright Lwiche","Bright",NA,"Lwiche",0,0.319861535695019,"assembly"
"234","Southern","Kazungula","Katombola",2006,"Independent","Brighton K Mwampole","Brighton","K","Mwampole",0,0.152610120713087,"assembly"
"235","Copperbelt","Ndola","Bwana Mkubwa",2016,"UPND","Bryan P Sikalubya","Bryan","P","Sikalubya",0,0.414261941011932,"assembly"
"236","Eastern","Chipata","Kasenengwa",2006,"HP","Burton Shanzi","Burton",NA,"Shanzi",0,0.0475532472482966,"assembly"
"237","Luapula","Nchelenge","Nchelenge",2011,"IND","Bwalya  Nsakasha","Bwalya","","Nsakasha",0,0.346783035831762,"assembly"
"238","Muchinga","Chinsali","Chinsali",2016,"FDD","Bwlaya Ng'andu","Bwlaya",NA,"Ng'andu",0,0.752991153201606,"assembly"
"239","Lusaka","Lusaka","Chawama",2016,"UNIP","Bywel M Kaluba","Bywel","M","Kaluba",0,0.369474362514959,"assembly"
"240","Lusaka","Lusaka","Chawama",2011,"UNIP","Bywel M Kaluba","Bywel","M","Kaluba",0,0.274536118566927,"assembly"
"241","Western","Lukulu","Lukulu East",2006,"MMD","Cadman L. Luhila","Cadman","L.","Luhila",0,0.201341344138606,"assembly"
"242","Central","Mkushi","Mkushi North",2011,"FDD","Caesar  Liteta","Caesar","","Liteta",0,0.0678225707633869,"assembly"
"243","Lusaka","Lusaka","Mandevu",2011,"MMD","Canisius  Banda","Canisius","","Banda",0,0.32736277043758,"assembly"
"244","Western","Nkeyema","Nkeyema",2016,"IND","Carlos J Antonio","Carlos","J","Antonio",0,0.408325731818559,"assembly"
"245","Western","Kaoma","Kaoma Central",2011,"UPND","Carlos J Antonio","Carlos","J","Antonio",1,0.153242132384516,"assembly"
"246","Luapula","Kawambwa","Pambashe",2011,"IND","Casimire C Mulu","Casimire","C","Mulu",0,0.0442908926144087,"assembly"
"247","Lusaka","Lusaka","Munali",2011,"IND","Cassius M Lungu","Cassius","M","Lungu",0,0.344900490992644,"assembly"
"248","Southern","Kalomo","Dundumwezi",2016,"IND","Caster Kalilo","Caster",NA,"Kalilo",0,0.596357036364815,"assembly"
"249","Copperbelt","Mufulira","Kantanshi",2016,"UPND","Catherine Chipilipili","Catherine",NA,"Chipilipili",0,0.406922357343311,"assembly"
"250","Northern","Isoka","Mafinga",2006,"MMD","Catherine Namugala","Catherine",NA,"Namugala",1,0.737579521357165,"assembly"
"251","Central","Chibombo","Keembe",2011,"PF","Catherine  Chilonda","Catherine","","Chilonda",0,0.272415380109619,"assembly"
"252","Luapula","Samfya","Bangweulu",2011,"UPND","Catherine  Kabaso","Catherine","","Kabaso",0,0.617394074546034,"assembly"
"253","Northern","Isoka","Mafinga",2011,"MMD","Catherine  Namugala","Catherine","","Namugala",1,0.597932311490587,"assembly"
"254","Western","Nalolo","Nalolo",2016,"FDD","Catherine N Akayombokwa","Catherine","N","Akayombokwa",0,0.0119883428268645,"assembly"
"255","Western","Senanga","Nalolo",2011,"MMD","Catherine N Akayombokwa","Catherine","N","Akayombokwa",0,0.165679899058527,"assembly"
"256","Copperbelt","Kitwe","Kamfinsa",2006,"HP","Cecilia Kasonde","Cecilia",NA,"Kasonde",0,0.081620542698387,"assembly"
"257","Northern","Chinsali","Shiwan'gandu",2011,"MMD","Celestine  Chibamba","Celestine","","Chibamba",0,0.63233570368055,"assembly"
"258","Lusaka","Lusaka","Lusaka Central",2011,"NRP","Cephas  Chansa","Cephas","","Chansa",0,0.360829248493553,"assembly"
"259","North-Western","Solwezi","Solwezi East",2011,"UNIP","Cephas L Luwaile","Cephas","L","Luwaile",0,0.310719304969976,"assembly"
"260","Luapula","Samfya","Chifunabuli",2016,"FDD","Chabu Muchengwa","Chabu",NA,"Muchengwa",0,0.173708697303456,"assembly"
"261","Luapula","Mwense","Mambilima",2006,"UPND, FDD, UNIP (UDA)","Chama Moba","Chama",NA,"Moba",0,0.197127634931666,"assembly"
"262","Luapula","Kawambwa","Kawambwa",2006,"Independent","Chama M. Kapatamoyo","Chama","M.","Kapatamoyo",0,0.106737524770312,"assembly"
"263","Eastern","Chipata","Chipangali",2016,"UPND","Champion C Tembo","Champion","C","Tembo",0,0.467128323501753,"assembly"
"264","Copperbelt","Chingola","Nchanga",2016,"IND","Chanda Mutwale","Chanda",NA,"Mutwale",0,0.168892685199565,"assembly"
"265","Central","Serenje","Chitambo",2011,"PF","Chanda  Mutale","Chanda","","Mutale",0,0.126735131475003,"assembly"
"266","Northern","Isoka","Isoka",2006,"NDF","Changala J. Sinkamba","Changala","J.","Sinkamba",0,0.333034623217923,"assembly"
"267","Copperbelt","Chililabombwe","Chililabombwe",2011,"ADD","Chani  Amatende","Chani","","Amatende",0,0.25304746063934,"assembly"
"268","Luapula","Mwense","Mwense",2016,"IND","Chansa Kasalwe","Chansa",NA,"Kasalwe",0,0.573751674000383,"assembly"
"269","Copperbelt","Mufulira","Mufulira",2006,"MMD","Chapa G. Mushinge","Chapa","G.","Mushinge",0,0.0415641235985781,"assembly"
"270","Southern","Namwala","Namwala",2016,"FDD","Charity Kabongomana","Charity",NA,"Kabongomana",0,0.81575,"assembly"
"271","Northern","Mbala","Mfuwe",2006,"UPND, FDD, UNIP (UDA)","Charity Mwansa","Charity",NA,"Mwansa",0,0.0217550721095087,"assembly"
"272","Northern","Mungwi","Malole",2006,"UPND, FDD, UNIP (UDA)","Charity P. Chileshe","Charity","P.","Chileshe",0,0.003,"assembly"
"273","Eastern","Chipata","Kasenengwa",2016,"IND","Charles Banda","Charles",NA,"Banda",0,0.388185477108838,"assembly"
"274","Eastern","Petauke","Msanzala",2006,"Independent","Charles Banda","Charles",NA,"Banda",0,0.164729563015389,"assembly"
"275","Copperbelt","Chingola","Nchanga",2006,"PF","Charles Chimumbwa","Charles",NA,"Chimumbwa",1,0.450361807271444,"assembly"
"276","North-Western","Zambezi","Zambezi West",2006,"UPND, FDD, UNIP (UDA)","Charles Kakoma","Charles",NA,"Kakoma",1,0.107446113651208,"assembly"
"277","Lusaka","Luangwa","Feira",2006,"UPND, FDD, UNIP (UDA)","Charles Kanyama","Charles",NA,"Kanyama",0,0.222899628252788,"assembly"
"278","Central","Kabwe","Bwacha",2006,"PF","Charles Mbao","Charles",NA,"Mbao",0,0.161722624952308,"assembly"
"279","Luapula","Samfya","Chifunabuli",2006,"NDF","Charles Mulenga","Charles",NA,"Mulenga",0,0.00723053640491,"assembly"
"280","Lusaka","Lusaka","Kanyama",2016,"UNIP","Charles Mwelwa","Charles",NA,"Mwelwa",0,0.0671483212919676,"assembly"
"281","Southern","Livingstone","Livingstone",2016,"IND","Charles Namuchana","Charles",NA,"Namuchana",0,0.364586971259527,"assembly"
"282","Copperbelt","Kalulushi","Kalulushi",2006,"Independent","Charles Ngonga","Charles",NA,"Ngonga",0,0.206384776459351,"assembly"
"283","Luapula","Kawambwa","Pambashe",2016,"FDD","Charles Wapalwena","Charles",NA,"Wapalwena",0,0.397165017384327,"assembly"
"284","Lusaka","Lusaka","Lusaka Central",2011,"UPND","Charles  Msiska","Charles","","Msiska",0,0.360829248493553,"assembly"
"285","Copperbelt","Kalulushi","Kalulushi",2011,"ADD","Charles  Ngonga","Charles","","Ngonga",0,0.372838641932097,"assembly"
"286","Eastern","Chipata","Luangeni",2011,"IND","Charles  Zulu","Charles","","Zulu",1,0.0858157308780165,"assembly"
"287","Southern","Mazabuka","Mazabuka Central",2016,"MMD","Charles B Chipambala","Charles","B","Chipambala",0,0.612490395061074,"assembly"
"288","Muchinga","Nakonde","Nakonde",2016,"UPND","Charles B Sinyangwe","Charles","B","Sinyangwe",0,0.481981631382316,"assembly"
"289","Lusaka","Luangwa","Feira",2006,"MMD","Charles J. Shawa","Charles","J.","Shawa",1,0.222899628252788,"assembly"
"290","Western","Mongu","Luena",2006,"Independent","Charles L. Milupi","Charles","L.","Milupi",1,0.173221387538666,"assembly"
"291","Luapula","Chembe","Chembe",2016,"UPND","Charles M Kaisala","Charles","M","Kaisala",0,0.12123847625674,"assembly"
"292","Eastern","Chipata","Luangeni",2016,"PF","Charles M Zulu","Charles","M","Zulu",1,0.436876660151356,"assembly"
"293","Eastern","Chipata","Luangeni",2006,"PF","Charles M. Zulu","Charles","M.","Zulu",0,0.179152348224513,"assembly"
"294","Copperbelt","Chingola","Nchanga",2006,"HP","Charles N. Mbewe","Charles","N.","Mbewe",0,0.450361807271444,"assembly"
"295","Eastern","Sinda","Kapoche",2016,"PF","Charles R Banda","Charles","R","Banda",1,0.4196088794926,"assembly"
"296","Eastern","Petauke","Kaumbwe",2006,"UPND, FDD, UNIP (UDA)","Charles R. Banda","Charles","R.","Banda",0,0.0673526169352722,"assembly"
"297","North-Western","Zambezi","Zambezi West",2011,"UPND","Charles W Kakoma","Charles","W","Kakoma",1,0.211653283920115,"assembly"
"298","Lusaka","Lusaka","Lusaka Central",2016,"UPND","Charlotte S H Scott","Charlotte","S","Scott",0,0.240942659002107,"assembly"
"299","Central","Serenje","Serenje",2011,"UPND","Chibuye  Dickson","Chibuye","","Dickson",0,0.118357215389823,"assembly"
"300","Luapula","Samfya","Bangweulu",2011,"PF","Chifita  Matafwali","Chifita","","Matafwali",1,0.617394074546034,"assembly"
"301","Eastern","Lundazi","Lundazi",2011,"FDD","Chifumu  Chipeta","Chifumu","","Chipeta",0,0.28097667638484,"assembly"
"302","Eastern","Lundazi","Chasefu",2011,"FDD","Chifumu Bk Banda","Chifumu","Bk","Banda",1,0.438840579710145,"assembly"
"303","Eastern","Lundazi","Chasefu",2006,"UPND, FDD, UNIP (UDA)","Chifumu K. Banda","Chifumu","K.","Banda",1,0.369806215083799,"assembly"
"304","Eastern","Lundazi","Chasefu",2016,"FDD","Chifumu Kb Banda","Chifumu","Kb","Banda",0,0.484939348507564,"assembly"
"305","Eastern","Lundazi","Lundazi",2006,"Independent","Chifumu W. Chipeta","Chifumu","W.","Chipeta",0,0.0405621905039324,"assembly"
"306","Copperbelt","Kalulushi","Kalulushi",2016,"IND","Chikabala M Kaleta","Chikabala","M","Kaleta",0,0.142893272635306,"assembly"
"307","Luapula","Mwense","Chipili",2006,"UPND, FDD, UNIP (UDA)","Chikaya M. Kayamba","Chikaya","M.","Kayamba",0,0.239716664595501,"assembly"
"308","Lusaka","Shibuyunji","Mwembezhi",2016,"RAINBOW","Chikunse S Shansengo","Chikunse","S","Shansengo",0,0.0596487736928511,"assembly"
"309","Northern","Kasama","Kasama Central",2011,"MMD","Chilekwa  Munkonge","Chilekwa","","Munkonge",0,0.690108217228712,"assembly"
"310","Northern","Mbala","Mbala",2016,"IND","Chilengwe G Siame","Chilengwe","G","Siame",0,0.328064276669141,"assembly"
"311","Northern","Chilubi","Chinsali",2011,"MMD","Chileshe  Kapwepwe","Chileshe","","Kapwepwe",0,0.442966903073286,"assembly"
"312","Luapula","Mwense","Mambilima",2016,"IND","Chileshe M Chilufya","Chileshe","M","Chilufya",0,0.176312505998656,"assembly"
"313","Copperbelt","Chingola","Nchanga",2016,"PF","Chilombo Chali","Chilombo",NA,"Chali",1,0.168892685199565,"assembly"
"314","Northern","Mpulungu","Mpulungu",2011,"ADD","Chilowela  Sinyangwe","Chilowela","","Sinyangwe",0,0.0988467183895995,"assembly"
"315","Northern","Mungwi","Malole",2016,"UPND","Chilufya Chikonkolo","Chilufya",NA,"Chikonkolo",0,0.554374628007823,"assembly"
"316","Luapula","Mansa","Mansa Central",2016,"PF","Chilufya Chitalu","Chilufya",NA,"Chitalu",1,0.764695694343413,"assembly"
"317","Lusaka","Lusaka","Munali",2006,"PF","Chilufya J. Mumbi","Chilufya","J.","Mumbi",1,0.0182492581602374,"assembly"
"318","Eastern","Katete","Milanzi",2011,"UNIP","Chimwala  Phiri","Chimwala","","Phiri",0,0.407388328795349,"assembly"
"319","Eastern","Katete","Milanzi",2006,"Independent","Chimwala T. Phiri","Chimwala","T.","Phiri",0,0.0873457012921389,"assembly"
"320","Western","Kalabo","Kalabo Central",2006,"Independent","Chinga Miyutu","Chinga",NA,"Miyutu",0,0.356719301752282,"assembly"
"321","Western","Kalabo","Kalabo Central",2016,"UPND","Chinga Miyutu","Chinga",NA,"Miyutu",1,0.508081642284096,"assembly"
"322","Western","Kalabo","Kalabo Central",2011,"UPND","Chinga  Miyutu","Chinga","","Miyutu",1,0.217435598893902,"assembly"
"323","Copperbelt","Chingola","Chingola",2016,"NAREP","Chipoka Mulenga","Chipoka",NA,"Mulenga",0,0.113681061466441,"assembly"
"324","Western","Kaoma","Kaoma Central",2016,"PF","Chisangu A Liato","Chisangu","A","Liato",0,0.426272066458982,"assembly"
"325","Western","Kaoma","Mangango",2016,"PF","Chiseke R Taundi","Chiseke","R","Taundi",0,0.351915540270335,"assembly"
"326","Copperbelt","Luanshya","Roan",2016,"PF","Chishimba Kambwili","Chishimba",NA,"Kambwili",1,0.321211812107921,"assembly"
"327","Copperbelt","Luanshya","Roan",2006,"PF","Chishimba Kambwili","Chishimba",NA,"Kambwili",1,0.320313082370481,"assembly"
"328","Copperbelt","Luanshya","Roan",2011,"PF","Chishimba  Kambwili","Chishimba","","Kambwili",1,0.399632571459448,"assembly"
"329","Luapula","Mansa","Mansa Central",2011,"MMD","Chitalu  Chilufya","Chitalu","","Chilufya",0,0.227845457709711,"assembly"
"330","Southern","Mazabuka","Chikankata",2011,"NMP","Chitambula  Halumamba","Chitambula","","Halumamba",0,0.374874055415617,"assembly"
"331","Copperbelt","Chililabombwe","Chililabombwe",2006,"UPND, FDD, UNIP (UDA)","Chiyeni Kanswata","Chiyeni",NA,"Kanswata",0,0.276825545902794,"assembly"
"332","Northern","Chilubi","Chilubi",2016,"FDD","Chola J Chisupa","Chola","J","Chisupa",0,0.327137091842974,"assembly"
"333","Northern","Chilubi","Chilubi",2006,"MMD","Chola J. Chisupa","Chola","J.","Chisupa",0,0.0821163141208877,"assembly"
"334","Luapula","Kawambwa","Kawambwa",2006,"MMD","Chongo Kabwe","Chongo",NA,"Kabwe",0,0.106737524770312,"assembly"
"335","Lusaka","Kafue","Kafue",2011,"UPND","Choolwe  Beyani","Choolwe","","Beyani",0,0.0874836708033965,"assembly"
"336","Southern","Choma","Mbabala",2006,"MMD","Choolwe G. Mubambasu","Choolwe","G.","Mubambasu",0,0.367279853340919,"assembly"
"337","Eastern","Katete","Milanzi",2006,"UPND, FDD, UNIP (UDA)","Chosani A. Njobvu","Chosani","A.","Njobvu",1,0.0873457012921389,"assembly"
"338","Eastern","Lundazi","Lundazi",2011,"UNIP","Chrisford E Ngulube","Chrisford","E","Ngulube",0,0.28097667638484,"assembly"
"339","Southern","Kazungula","Katombola",2006,"Independent","Chrispin Mukuwa","Chrispin",NA,"Mukuwa",0,0.152610120713087,"assembly"
"340","Central","Kapiri Mposhi","Kapiri Mposhi",2016,"PF","Chrispin Siingwa","Chrispin",NA,"Siingwa",0,0.034881425092688,"assembly"
"341","Luapula","Samfya","Chifunabuli",2006,"HP","Chrispin C. Mwewa","Chrispin","C.","Mwewa",0,0.00723053640491,"assembly"
"342","Eastern","Mambwe","Malambo",2006,"Independent","Chrispin M. Banda","Chrispin","M.","Banda",0,0.03010560965574,"assembly"
"343","Western","Kaoma","Kaoma Central",2006,"UPND, FDD, UNIP (UDA)","Chrispin M. Shumina","Chrispin","M.","Shumina",0,0.106256641040065,"assembly"
"344","Eastern","Lundazi","Lundazi",2006,"RP","Chrispin W. Mtonga","Chrispin","W.","Mtonga",0,0.0405621905039324,"assembly"
"345","Luapula","Mansa","Mansa Central",2016,"UPND","Chrispine M Musosha","Chrispine","M","Musosha",0,0.764695694343413,"assembly"
"346","Luapula","Mansa","Mansa Central",2006,"MMD","Chrispine M. Musosha","Chrispine","M.","Musosha",1,0.207842854047808,"assembly"
"347","North-Western","Zambezi","Zambezi West",2016,"PF","Christabel Mm Ngimbu","Christabel","Mm","Ngimbu",0,0.0250225719076487,"assembly"
"348","North-Western","Zambezi","Zambezi West",2011,"PF","Christabel Mm Ngimbu","Christabel","Mm","Ngimbu",0,0.211653283920115,"assembly"
"349","Central","Kabwe","Kabwe Central",2011,"IND","Christina M Chikanwa","Christina","M","Chikanwa",0,0.242937853107345,"assembly"
"350","Southern","Choma","Pemba",2011,"UPND","Christine  Mazoka","Christine","","Mazoka",1,0.475164806474773,"assembly"
"351","Southern","Pemba","Pemba",2016,"UPND","Christine M Mazoka","Christine","M","Mazoka",1,0.890688415600479,"assembly"
"352","Luapula","Nchelenge","Nchelenge",2016,"RAINBOW","Christopher Chisakula","Christopher",NA,"Chisakula",0,0.456653225806452,"assembly"
"353","Northern","Chilubi","Chinsali",2006,"PF","Christopher Mulenga","Christopher",NA,"Mulenga",1,0.0223712282840597,"assembly"
"354","Southern","Siavonga","Siavonga",2011,"IND","Christopher  Chaatila","Christopher","","Chaatila",0,0.427707919699978,"assembly"
"355","Copperbelt","Lufwanyama","Lufwanyama",2011,"PF","Christopher  Kalenge","Christopher","","Kalenge",0,0.239565118223979,"assembly"
"356","Northern","Chilubi","Chinsali",2011,"PF","Christopher  Mulenga","Christopher","","Mulenga",1,0.442966903073286,"assembly"
"357","Luapula","Nchelenge","Nchelenge",2011,"NMP","Christopher  Musonda","Christopher","","Musonda",0,0.346783035831762,"assembly"
"358","Copperbelt","Chingola","Nchanga",2011,"MMD","Christopher  Mwape","Christopher","","Mwape",0,0.561793879973957,"assembly"
"359","Northern","Mungwi","Malole",2011,"PF","Christopher  Yaluma","Christopher","","Yaluma",1,0.554754020813623,"assembly"
"360","Northern","Mungwi","Malole",2016,"PF","Christopher B Yaluma","Christopher","B","Yaluma",1,0.554374628007823,"assembly"
"361","Southern","Siavonga","Siavonga",2006,"Independent","Christopher J. Chaatila","Christopher","J.","Chaatila",0,0.258688895168127,"assembly"
"362","Western","Lukulu","Lukulu East",2011,"MMD","Christopher K Kalila","Christopher","K","Kalila",1,0.324873909214635,"assembly"
"363","Western","Lukulu","Lukulu East",2016,"UPND","Christopher K Kalila","Christopher","K","Kalila",1,0.498330725091288,"assembly"
